Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE84457,"Ascl2 acts as an R-spondin/Wnt responsive switch to control stemness in intestinal crypts","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",14,,"TXT;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84457/suppl",25620640,,"Jurian Schuijers","Jul 15, 2016"
GSE51181,"VDR ChIP-seq in PMA-differentiated macrophages (human M2-type like macrophages)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51181/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA221550",,SRP030463,"Carsten Carlberg","Jul 13, 2016"
GSE71682,"Za and Zaa binding profiles in HeLa cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",7,,"BEDGRAPH;BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71682/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA291815",27374614,SRP061968,"Tae-Young Roh","Jul 13, 2016"
GSE77356,"Different promoter affinities account for specificity in MYC-dependent gene regulation","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",22,,"TXT;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77356/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA310128",27460974,SRP069027,"Martin Eilers","Jul 11, 2016"
GSE80129,"Topoisomerase 1 inhibition suppresses inflammatory genes and protects from death by inflammation (ChIP-Seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80129/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA318007",27127234,SRP073098,"Ivan Marazzi","Jul 11, 2016"
GSE80132,"Topoisomerase 1 inhibition suppresses inflammatory genes and protects from death by inflammation","Expression profiling by array;Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",37,,"BW;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80132/suppl",27127234,,"Ivan Marazzi","Jul 11, 2016"
GSE83116,"The C2H2-ZF transcription factor Zfp335 recognizes two consensus motifs using separate zinc finger arrays","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"BW;NARROWPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83116/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA324811",27401554,SRP076278,"Brenda Yuyuan Han","Jul 11, 2016"
GSE83785,"Hormone induced repression of genes requires BRG1-mediated H1.2 deposition at target promoters","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",20,,"BED;TSV;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83785/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA326976",27390128,SRP077334,"François Le Dily","Jul 11, 2016"
GSE83427,"Assay for Transposase-Accessible Chromatin with high throughput sequencing (ATAC-Seq) reveals lncRNA MANTIS important for the angiogenic function of endothelial cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83427/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA325880",28351900,SRP076664,"Matthias S Leisegang","Jul 10, 2016"
GSE76783,"Oncogenic Enhancers from Small Genomic Insertions","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",30,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76783/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA308578",28181482,SRP068361,"Richard A Young","Jul 08, 2016"
GSE61549,"A long non-coding RNA tunes PRC1 function during human and zebrafish development","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens",41,,"TXT;XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61549/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA261439",27405765,SRP047305,"Robert E Kingston","Jul 07, 2016"
GSE73947,"ZNF224 binding profiles in HEK293 cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73947/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA298571",27105517,SRP064740,"Tae-Young Roh","Jul 07, 2016"
GSE82330,"INO80 governs super-enhancer-mediated oncogenic transcription and tumor growth in melanoma [ATAC-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82330/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA328059",27340176,SRP096038,"Li Wang","Jul 07, 2016"
GSE82331,"INO80 governs super-enhancer-mediated oncogenic transcription and tumor growth in melanoma [ChIP-seq_MiSeq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82331/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA328058",27340176,SRP096039,"Li Wang","Jul 07, 2016"
GSE82332,"INO80 governs super-enhancer-mediated oncogenic transcription and tumor growth in melanoma [ChIP-seq_NextSeq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",15,,"BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82332/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA328057",27340176,SRP083766,"Li Wang","Jul 07, 2016"
GSE82334,"INO80 governs super-enhancer-mediated oncogenic transcription and tumor growth in melanoma","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",31,,"BEDGRAPH;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82334/suppl",27340176,,"Li Wang","Jul 07, 2016"
GSE72696,"Integrative fine-mapping of regulatory variants and mechanisms at coronary artery disease loci","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",24,,"BED;CSV;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72696/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA295524",27386823,SRP063675,"Thomas Quertermous","Jul 06, 2016"
GSE81635,"Genome-wide mapping of HIF-2α binding under normoxia in human bronchial epithelial cells (BEAS-2B)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81635/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA322171",27373565,SRP075414,"Meng-Chang Lee","Jul 06, 2016"
GSE84052,"RAG1 targeting in the genome is dominated by chromatin interactions mediated by the non-core regions of RAG1 and RAG2","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",4,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84052/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA327870",27436288,SRP077929,"Yaakov Maman","Jul 06, 2016"
GSE67540,"RNA polymerase in pre-B-ALL cell lines","Expression profiling by high throughput sequencing;Third-party reanalysis;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",21,,"BEDGRAPH;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67540/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA280216",27431763,SRP056832,"Merja Heinäniemi","Jul 05, 2016"
GSE81321,"MEIS2 is a novel oncogenic partner in AML1-ETO positive AML [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BEDGRAPH;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81321/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA321295",,SRP074835,"Medhanie Assmelash Mulaw","Jul 04, 2016"
GSE81330,"MEIS2 is a novel oncogenic partner in AML1-ETO positive AML","Expression profiling by array;Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",36,,"BEDGRAPH;CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81330/suppl",,,"Medhanie Assmelash Mulaw","Jul 04, 2016"
GSE73528,"ASH1L links histone H3 lysine 36 di-methylation to leukemia","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",8,,"BIGWIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73528/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA297225",27154821,SRP064263,"Li Zhu","Jul 01, 2016"
GSE77762,"LNCaP LSD1 knockdown and SP-2509 treatment ChIP-seq data","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",24,,"BIGWIG;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77762/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA311373",29581250,SRP069843,"Armand Bankhead","Jun 30, 2016"
GSE77763,"LSD1 promotes castration-resistant prostate cancer progression","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",44,,"BIGWIG;CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77763/suppl",29581250,,"Armand Bankhead","Jun 30, 2016"
GSE67783,"CTCF and CohesinSA-1 Mark Active Promoters and Boundaries of Repressive Chromatin Domains in Primary Human Erythroid Cells [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",12,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67783/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA281129",27219007,SRP057176,"Vince Schulz","Jun 28, 2016"
GSE67893,"CTCF and CohesinSA-1 Mark Active Promoters and Boundaries of Repressive Chromatin Domains in Primary Human Erythroid Cells","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",18,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67893/suppl",27219007,,"Vince Schulz","Jun 27, 2016"
GSE83777,"ChIP-Seq of RNA polymerase and co-factors in Jurkat T-ALL cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",12,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83777/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA326963",,SRP077302,"Richard A Young","Jun 27, 2016"
GSE81274,"Chromatin accessibility maps of chronic lymphocytic leukemia identify subtype-specific epigenome signatures and transcription regulatory networks","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing;Other","Homo sapiens",138,,"BIGWIG;CSV;NARROWPEAK","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81274/suppl",27346425,,"Christoph Bock","Jun 26, 2016"
GSE83692,"DamID in HeLa-C cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",5,,"XLS;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83692/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA326732",27198230,SRP077047,"Maxim Nikolaievich Shokhirev","Jun 24, 2016"
GSE83694,"Evolution of a transcriptional regulator from a transmembrane nucleoporin","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",11,,,,27198230,,"Maxim Nikolaievich Shokhirev","Jun 24, 2016"
GSE64171,"The effects of cytosine methylation on general transcription factors","Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by high throughput sequencing","Homo sapiens",4,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64171/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA270341",27385050,SRP051168,"Xiao-Dong Su","Jun 22, 2016"
GSE64877,"Global re-wiring of p53 transcription regulation by the hepatitis B virus X (HBx) protein [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64877/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA272433",27302019,SRP052031,"Thomas Thurnherr","Jun 22, 2016"
GSE64878,"Global re-wiring of p53 transcription regulation by the hepatitis B virus X (HBx) protein","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",8,,"BED;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64878/suppl",27302019,,"Thomas Thurnherr","Jun 22, 2016"
GSE71003,"Cbx8 acts non-canonically with Wdr5 to promote mammary tumorigenesis [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",10,,"BED;BIGWIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71003/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA290085",27346354,SRP061232,"Emily Bernstein","Jun 21, 2016"
GSE71077,"Cbx8 acts non-canonically with Wdr5 to promote mammary tumorigenesis","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens;Mus musculus",14,,"BED;BIGWIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71077/suppl",27346354,,"Emily Bernstein","Jun 21, 2016"
GSE83419,"ChIP-seq analysis of Guanylate Cyclase Soluble Subunit Beta-3 (GUCY1B3 or sGCβ1) binding to chromatin DNA","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83419/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA325837",,SRP076633,"haijie xiao","Jun 16, 2016"
GSE81651,"ERRalpha mediates metabolic adaptations that drive lapatinib resistance in breast cancer (ERRalpha binding profiles in breast cancer cells by ChIP-seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",19,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81651/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA322202",27402251,SRP075427,"Vincent Giguère","Jun 15, 2016"
GSE80592,"Genome-wide H3K4me3 after MK2206/DMSO treatment of T47D cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"BED;BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80592/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA319401",27292631,SRP073742,"Koen M.A. Dreijerink","Jun 14, 2016"
GSE80593,"Genome-wide KDM5A occupancy after MK2206/DMSO treatment of T47D cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80593/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA319400",27292631,SRP073744,"Koen M.A. Dreijerink","Jun 14, 2016"
GSE80594,"PI3K/AKT signaling regulates H3K4 methylation in breast cancer","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",12,,"BED;BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80594/suppl",27292631,,"Koen M.A. Dreijerink","Jun 14, 2016"
GSE71776,"ChIPSeq of MV4;11 cell treated with DMSO, I-BET, SGC0946 and combination of I-BET and SGC0946","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",16,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71776/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA292067",27294782,SRP062098,"Mark Dawson","Jun 12, 2016"
GSE71779,"ChIPSeq of MV4;11 cell treated with SGC0946 for 8 hours and washout","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",9,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71779/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA292068",27294782,SRP062100,"Mark Dawson","Jun 12, 2016"
GSE71780," Functional interdependency of BRD4 and DOT1L in MLL leukaemia","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",33,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71780/suppl",27294782,,"Mark Dawson","Jun 12, 2016"
GSE77039,"Distinct gene regulatory programs define the inhibitory effects of LXRs and PPARG on cancer cell proliferation","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",82,,"BED;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77039/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA309305",27401066,SRP068679,"Richard M. Myers","Jun 10, 2016"
GSE64439,"Genome-wide maps of chromatin binding site for Mdm2.","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"BED;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64439/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA271011",27264869,SRP051478,"Laetitia Karine Linares","Jun 09, 2016"
GSE74141,"NAD+ Analog-sensitive PARPs Reveal a Role for PARP-1 in Transcription Elongation","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",66,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74141/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA299154",27256882,SRP064969,"W. Lee Kraus","Jun 09, 2016"
GSE61825,"Emergence of neural crest identity is a key early step in melanoma formation [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61825/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA262500",26823433,SRP048200,"Leonard Zon","Jun 08, 2016"
GSE62482,"T-bet activates poised Th1 genes through Mediator and the Super Elongation Complex [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",78,,"BED;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62482/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA264228",27292648,SRP049020,"Richard Jenner","Jun 08, 2016"
