Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE132426,"Estrogen-independent molecular actions of mutant estrogen receptor alpha in endometrial cancer [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",22,,"BEDGRAPH;NARROWPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132426/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA548067",,SRP200954,"Jason Gertz","Jun 11, 2019"
GSE132430,"Estrogen-independent molecular actions of mutant estrogen receptor alpha in endometrial cancer","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",58,,"BEDGRAPH;NARROWPEAK","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132430/suppl",,,"Jason Gertz","Jun 11, 2019"
GSE132419,"LSF small molecule inhibitors phenocopy LSF-targeted siRNAs causing mitotic defects and senescence in cancer cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",8,,"BED;TDF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132419/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA548009",,SRP200951,"HANG GYEONG GYEONG CHIN","Jun 10, 2019"
GSE121601,"ChIP-seq of H3K27ac and CTCF in primary glioblastoma cultures","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",18,,"BED;BROADPEAK;NARROWPEAK;TDF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE121nnn/GSE121601/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA497855",,SRP166319,"Marco Gallo","Jun 06, 2019"
GSE132233,"Ex vivo screen identifies CDK12 as a metastatic vulnerability in osteosarcoma","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens",34,,"BROADPEAK;BW;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132233/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA546568",,SRP200511,"Peter Scacheri","Jun 06, 2019"
GSE124054,"KLRG1 and NKp46 expressing CD117+ human innate lymphoid cell precursors are biased to ILC2 and ILC3, respectively","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124054/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA510626",,SRP173816,"Ralph Stadhouders","Jun 05, 2019"
GSE109894,"Genome-wide profiling of an enhancer-associated histone modification reveals the influence of asthma on the epigenome of the airway epithelium.","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",9,,"BED;BIGWIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109894/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA432248",,SRP131797,"Paul Lavender","Jun 04, 2019"
GSE117490,"Fucntional genetic variants mediate their regulatory effects through altered transcription factor binding. [ATAC-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",34,,"BED;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE117nnn/GSE117490/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA482539",,SRP154979,"Andrew Johnston","Jun 04, 2019"
GSE117576,"Fucntional genetic variants mediate their regulatory effects through altered transcription factor binding.","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by high throughput sequencing;Non-coding RNA profiling by high throughput sequencing","Homo sapiens",85,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE117nnn/GSE117576/suppl",,,"Andrew Johnston","Jun 04, 2019"
GSE124657,"PTEN modulates gene transcription by redistributing genome-wide RNA polymerase II occupancy [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",18,,"BIGWIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124657/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA513003",31127935,SRP175253,"Charis Eng","Jun 04, 2019"
GSE124659,"PTEN modulates gene transcription by redistributing genome-wide RNA polymerase II occupancy","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",26,,,,31127935,,"Charis Eng","Jun 04, 2019"
GSE106964,"SIRT7 tethering of L1 elements to the nuclear lamina mediates their transcriptional repression","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",12,,"BED;BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106964/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA418599",,SRP125063,"Josh K Thackray","Jun 03, 2019"
GSE124636,"IRF2BP2 Modulates the Crosstalk between Glucocorticoid and TNF Signaling","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",44,,"BED;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124636/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA512883",,SRP175178,"Einari Niskanen","Jun 03, 2019"
GSE113881,"DNMT3B maintains mCA landscape and regulates mCG status of bivalent promoters in human embryonic stem cells","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by high throughput sequencing","Homo sapiens",30,,"BW;COV;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113881/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA454322",,SRP144098,"Jia Li","Jun 02, 2019"
GSE101407,"FOXA1_ChIP from PDX model","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",18,,"TXT;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE101nnn/GSE101407/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA394127",,SRP111841,"Siv Gilfillan","Jun 01, 2019"
GSE118413,"Aryl hydrocarbon receptor dynamically regulates inflammatory and secretory gene pathways in decidual endometrial stromal cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",8,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE118nnn/GSE118413/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA485496",,SRP157078,"Kalle T Rytkönen","Jun 01, 2019"
GSE130133,"De-differentiation by Adenovirus E1A Due to Inactivation of Hippo Pathway Effectors YAP and TAZ [ATAC-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BIGWIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130133/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA534075",31171701,SRP193332,"Arnold Berk","Jun 01, 2019"
GSE130135,"De-differentiation by Adenovirus E1A Due to Inactivation of Hippo Pathway Effectors YAP and TAZ [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",44,,"BIGWIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130135/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA534076",,SRP193327,"Arnold Berk","Jun 01, 2019"
GSE130137,"De-differentiation by Adenovirus E1A Due to Inactivation of Hippo Pathway Effectors YAP and TAZ","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",69,,"BIGWIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130137/suppl",,,"Arnold Berk","Jun 01, 2019"
GSE132018,"LPS-induced genome-wide RELA binding sites and H3K27ac changes in phraryngeal epithelial cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",7,,"BED;BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132018/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA545651",,SRP199993,"Lisa Borghini","Jun 01, 2019"
GSE132021,"LPS-induced RELA binding, H3K27ac changes and gene expression in pharyngeal epithelial FaDu cells","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",11,,"BED;BEDGRAPH","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132021/suppl",,,"Lisa Borghini","Jun 01, 2019"
GSE120580,"Interferon signature in patients with STAT1 gain-of-function mutation is epigenetically determined","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",10,,"NARROWPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE120nnn/GSE120580/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA493634",,SRP162800,"Epp Kaleviste","May 31, 2019"
GSE120771,"Selective Disruption of Core Regulatory Transcription","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens;Mus musculus",56,,"BED;HIC;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE120nnn/GSE120771/suppl",,,"Javed Khan","May 31, 2019"
GSE121182,"Dynamic behavior of the epigenetic machinery upon thermal stress","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE121nnn/GSE121182/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA496026",31199242,SRP165293,"Joost Martens","May 31, 2019"
GSE131968,"Matrix stiffness induces a tumorigenic phenotype in mammary epithelium through changes in chromatin accessibility","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",20,,"BIGWIG;NARROWPEAK;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131968/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA545478",,SRP199869,"Anna Shcherbina","May 31, 2019"
GSE117862,"DOT1L inhibition reveals a distinct subset of enhancers dependent on H3K79 methylation (ATAC-seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",12,,"BED;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE117nnn/GSE117862/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA483453",,SRP155738,"Thomas A Milne","May 30, 2019"
GSE117864,"DOT1L inhibition reveals a distinct subset of enhancers dependent on H3K79 methylation (ChIP-seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",29,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE117nnn/GSE117864/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA483455",,SRP155741,"Thomas A Milne","May 30, 2019"
GSE117865,"DOT1L inhibition reveals a distinct class of enhancers dependent upon H3K79 methylation","Genome binding/occupancy profiling by high throughput sequencing;Other;Expression profiling by high throughput sequencing","Homo sapiens",63,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE117nnn/GSE117865/suppl",,,"Thomas A Milne","May 30, 2019"
GSE107580,"Activation of neuronal genes via evolutionarily young LINE-1 elements upon global DNA demethylation in human neural progenitor cells","Expression profiling by high throughput sequencing;Other;Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by high throughput sequencing","Homo sapiens",28,,"BW;COV;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107580/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA420729",,SRP125992,"Johan Jakobsson","May 29, 2019"
GSE126953,"ChIP-Seq of CBFA2T3 (ETO2) in CD34+ HSPC and AML cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",5,,"BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126953/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA523835",31040112,SRP186611,"Jinsong Zhang","May 29, 2019"
GSE115435,"Irf9 function in immunity in mouse","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens;Mus musculus",85,,"BW;NARROWPEAK;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115435/suppl",,,"Ekaterini Platanitis","May 28, 2019"
GSE123292,"Satb1 integrates DNA sequence, shape, motif density and torsional stress to selectively bind a subset of putative targets in nucleosome-dense regions of the genome","Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens;Mus musculus",20,,"BROADPEAK;BW;NARROWPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE123nnn/GSE123292/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA508195",,SRP172100,"Jan Liphardt","May 28, 2019"
GSE128111,"STAT1, STAT2 and IRF9 transcription factor binding analysis in wild type human monocytic THP1 cells in response to type I interferons","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128111/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA526485",,SRP188097,"Ekaterini Platanitis","May 28, 2019"
GSE99680,"Estrogen signaling is reprogrammed in breast tumorigenesis","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",107,,"BROADPEAK;CSV;NARROWPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99680/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA389287",31110002,SRP108616,"Hari Singhal","May 27, 2019"
GSE99227,"SmcHD1 genome-wide occupancy","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99227/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA387598",,SRP107864,"Shabnam Massah","May 22, 2019"
GSE113336,"Linking aberrant chromatin features in chronic lymphocytic leukemia to deregulated transcription factor networks","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by high throughput sequencing","Homo sapiens",515,,"BIGBED;BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113336/suppl",31118277,,"Karsten Rippe","May 22, 2019"
GSE129457,"RNA sequencing, chromatin accesibility and ChIP seq analysis of BAP1 -/- human liver organoids","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",20,,"CSV;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE129nnn/GSE129457/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA531430",,SRP191384,"Rik Lindeboom","May 22, 2019"
GSE131586,"ATAC-seq of BCSCsSETD4 and BCSCsGFP","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131586/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA544096",,SRP199119,"sen ye","May 22, 2019"
GSE112667,"O-GlcNAc transferase fine-tunes MYC-dependent transcription to promote cell cycle [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",20,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112667/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA448681",,SRP137058,"Alfonso Urbanucci","May 21, 2019"
GSE120058,"ARID1A regulates condensin II distribution and chromosomal partition [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",11,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE120nnn/GSE120058/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA491602",31131328,SRP162053,"Priyankara J Wickramasinghe","May 21, 2019"
GSE120060,"ARID1A regulates condensin II distribution and chromosomal partition","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens",24,,"BW;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE120nnn/GSE120060/suppl",31131328,,"Priyankara J Wickramasinghe","May 21, 2019"
GSE121474,"O-GlcNAc transferase fine-tunes MYC-dependent transcription to promote cell cycle","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",36,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE121nnn/GSE121474/suppl",,,"Alfonso Urbanucci","May 21, 2019"
GSE130313,"Epigenetic activation and memory at a TGFB2 enhancer in systemic sclerosis","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",24,,"BW;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130313/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA535485",,SRP193855,"Joseph Y Shin","May 21, 2019"
GSE127257,"Single cell ATAC-seq identifies broad changes in neuronal abundance and gene regulation in Down Syndrome","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",8,,"NARROWPEAK;R;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE127nnn/GSE127257/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA524534",,SRP187111,"Roman Spektor","May 20, 2019"
GSE131381,"Androgen Receptor Signalling in Macrophages Promotes TREM-1 mediated Cell Migration and Invasion pluripotent and lineage-committed cells.","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",8,,"TDF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131381/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA543436",,SRP198740,"BIANCA CIONI","May 18, 2019"
GSE113818,"Genome-wide maps of histone modifications in endometrial cancer cell lines","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",16,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113818/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA454106",30093612,SRP143690,"Tracy O'Mara","May 17, 2019"
GSE118253,"Accessible chromatin profiles of B cell subsets from healthy and SLE subjects","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",50,,"BW;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE118nnn/GSE118253/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA484964",,SRP156582,"Chris Scharer","May 17, 2019"
GSE118256,"Epigenetic and Transcriptional signatures of Systemic Lupus Erythematosus B cell subsets","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing;Methylation profiling by high throughput sequencing","Homo sapiens",225,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE118nnn/GSE118256/suppl",,,"Chris Scharer","May 17, 2019"
